"E-Zee M.Fort Worth, TX939611839/3/20183 photosTonight was a very bad night for customer service at this location. I entered the location looked around maybe about 30 people inside and they had about eight waitresses available, and everything looked OK. It took the waitress about 15 minutes to stop and see me after I started giving her strange looks. So I ordered a Pepsi,  chicken wings and a shrimp stirfry. It seems like a simple enough order but it took another five minutes to get the drink in almost 20 to 25 minutes for the wings and at the one hour and 10 minute limit I said that was enough in my main dish still has not arrived. Poor customer service is not an excuse for any business.Useful 8Funny 2Cool 3Business owner informationSamantha B.Business Owner9/15/2018Hey Elbert, That is not the experience we wanted you to have and we want to look into this for you. Could you please email us at caraguestservices@cara.c… and cite reference number: 31378. We look forward to hearing from you.Read more","Business owner informationSamantha B.Business Owner9/15/2018Hey Elbert, That is not the experience we wanted you to have and we want to look into this for you. Could you please email us at caraguestservices@cara.c… and cite reference number: 31378. We look forward to hearing from you.Read more"
"Shea S.Elite '2021Granville, OH2531584668/21/20175 photosI was in the area checking out the dealership for a potential investment opportunity and decided what better way to see the current situation than to use the service department. I took my wife's 2015 Sorento in for service and was greeted with a big smile and hand shake. The car needed an oil change and tire rotation, they explained the process and had me sit in the customer lounge. The lounge is AWESOME, nice furniture, free WIFI and a nice selection of coffee's and snacks. I made a Starbucks with the coffee machine and grabbed a granola bar and about 50 min later they had completed my service. The car was washed and they even swept it out. I definitely think this is a great place to do business and could be a great place to work.See all photos from Shea S. for Ken Ganley KiaUseful 1FunnyCoolBusiness owner informationNikolaus N.Business Manager9/5/2017Shea, we appreciate you taking the time to share your review! We're glad to hear you enjoyed your experience and had the opportunity to come check us out. Please let us know if there is anything else we can do for you! We look forward to seeing you again.Read more","Business owner informationNikolaus N.Business Manager9/5/2017Shea, we appreciate you taking the time to share your review! We're glad to hear you enjoyed your experience and had the opportunity to come check us out. Please let us know if there is anything else we can do for you! We look forward to seeing you again.Read more"
"Daniel O.Phoenix, AZ18390254/5/2020Please stay away from Larry H Parker, Phoenix,AS office. I was in a car accident January 2019 they took a whole year to even have some clarity for me. Kayleen was absolutely horrid condescending tone when I tried to reach her. Disappointed beyond belief. Btw this was not my first experience with them but this is definitely my last.UsefulFunnyCoolBusiness owner informationRon B.Business Owner6/9/2020Daniel, we are sorry you are disappointed. Every case is different and some unfortunately can take that long depending on the opposing side and the facts of the case. We will be talking to Kayleen about how she made you feel. We wish you all the best.Read more","Business owner informationRon B.Business Owner6/9/2020Daniel, we are sorry you are disappointed. Every case is different and some unfortunately can take that long depending on the opposing side and the facts of the case. We will be talking to Kayleen about how she made you feel. We wish you all the best.Read more"
"Mark Y.Erin Mills, Mississauga, Canada018/4/2019Good suit but it ruined my experience during my sister's wedding as the groomsman.I went to do fitting 2 months ago for the initial fitting for the rental, and another time 2 weeks ago for the final fitting.I received the tuxedo, and on the wedding day, the jacket did NOT fit all, the jacket buttons wouldn't even come close to each other. I had to walk down the aisle with an unbuttoned jacket!And after a few hours, the jacket ripped from the side! It ruined many photoshoots cause my left side was pretty bad and can't show it on the camera :/The tux looked nice but the fitting for the jacket was VERY bad. And the small extra fancy buttons are too small to keep my shirt buttoned. Everything else was fine, but for a $220 rental, I was expecting a better service.UsefulFunnyCoolBusiness owner informationLaurren N.Business Customer Service8/5/2019Mark,Thank you for taking the time to share your feedback.  We are sorry for the fit issues with your reservation and for the negative impact this had on your sister's special day.  Your rental experience should be easy and stress free and we have clearly missed the mark.  If you'd like to discuss your experience with us in greater detail, please email us at MooresListens@mooresclot… so we can follow up.Best Regards,Moores ListensRead more","Business owner informationLaurren N.Business Customer Service8/5/2019Mark,Thank you for taking the time to share your feedback.  We are sorry for the fit issues with your reservation and for the negative impact this had on your sister's special day.  Your rental experience should be easy and stress free and we have clearly missed the mark.  If you'd like to discuss your experience with us in greater detail, please email us at MooresListens@mooresclot… so we can follow up.Best Regards,Moores ListensRead more"
"Hanna Y.San Francisco, CA0136/15/2019Terrible service on  Friday evening with only 2 employees on the floor. One lady measured my son and then vanished. We had to figure out which suits fit as we kept looking around for help. Finally we found one and made it to the cash register only to look around and ....NOBODY WAS AROUND ! I had to track an employee in the back room to pay - worst customer service from entrance to exit. HATE buying men's clothing from there.UsefulFunnyCoolBusiness owner informationLaurren N.Business Customer Service6/15/2019Hello Hanna, We appreciate you bringing this to our attention. We are sorry that this is the kind of experience that we provided to you. We can assure you that this is not how we want our customers to be treated when they visit us. We have reached out to the store's management and we will use your feedback to make sure that this doesn't happen againAll the best, Moores ListensRead more","Business owner informationLaurren N.Business Customer Service6/15/2019Hello Hanna, We appreciate you bringing this to our attention. We are sorry that this is the kind of experience that we provided to you. We can assure you that this is not how we want our customers to be treated when they visit us. We have reached out to the store's management and we will use your feedback to make sure that this doesn't happen againAll the best, Moores ListensRead more"
"Jazmin J.Charlotte, NC0315/20/2021I filled out an entire pre-appointment form online which included a diagnostic, oil change, and tire rotation. I paid 63 something for the oil change, no tire rotation (I can see my pressures digitally in my rogue and see that they haven't moved at all), and naturally the scanner was broken. So I had to schedule another appointment at my dealership after already taking the end of the day off. I am not pleased with the online system and even less pleased with the customer service today.UsefulFunnyCoolBusiness owner informationPep B.Business Owner5/21/2021We're sorry you had less than a 5 star experience Jazmin. Please send us your contact info and the details of your experience to pepsocial@pepboys.com so that we can investigate further. Thank you.Read more",Business owner informationPep B.Business Owner5/21/2021We're sorry you had less than a 5 star experience Jazmin. Please send us your contact info and the details of your experience to pepsocial@pepboys.com so that we can investigate further. Thank you.Read more
"Sawan P.Charlotte, NC032/1/2020Great service overall. I had one bad experience where my vehicle was leaking oil. The only reason I am not giving them 5 stars. Brought it back and they gave me a free oil change and replaced a missing part. Staff is very approachable. The manager, Mark, called me after I left an  unsatisfactory score. He was very nice and even offered to refund my money and took all the steps necessary to provide satisfactory  service. I initially thought the prices were high, but they are actually very competitive with local service providers.UsefulFunnyCoolBusiness owner informationPep B.Business Owner2/3/2020Thank you for the fantastic review Sawan! This means we are doing our jobs right. If you have any further comments or require any assistance do not hesitate to reach out to us. Thanks again.Read more",Business owner informationPep B.Business Owner2/3/2020Thank you for the fantastic review Sawan! This means we are doing our jobs right. If you have any further comments or require any assistance do not hesitate to reach out to us. Thanks again.Read more
"Amber S.Elite '2021Charlotte, NC502081993/19/2019This is the best Pepboys ever! I was taken care of from the time I called in the AM to getting my service completed. I definitely felt like a valued customer. Thank you Mark D!!!UsefulFunnyCoolBusiness owner informationPep B.Business Owner3/20/2019Thank you for those kind words Amber. We will be sure to pass along your feedback internally so we can make sure our employees are recognized for their fantastic serviceRead more",Business owner informationPep B.Business Owner3/20/2019Thank you for those kind words Amber. We will be sure to pass along your feedback internally so we can make sure our employees are recognized for their fantastic serviceRead more
"Tammera T.Elite '2021Charlotte, NC228509141812/13/2018I needed a last minute oil change on the day before Thanksgiving and they were able to fit me in. I was okay with the oil change and I also had them take a quick look at 2 lights that were on, and the diagnostic fee would have been 129 to hook it up and diagnose. The fee did not apply to the actual price of the repair. Because of this reason I opted to to not have it diagnosed there. It didnt take too long for the oil change the amenities while waiting were comfortable.Useful 1FunnyCoolBusiness owner informationPep B.Business Owner12/14/2018We're glad you had a good experience Tammera. If there is anything we can do to improve your next visit please let us know by sending us an e-mail to pepsocial@pepboys.comRead more",Business owner informationPep B.Business Owner12/14/2018We're glad you had a good experience Tammera. If there is anything we can do to improve your next visit please let us know by sending us an e-mail to pepsocial@pepboys.comRead more
"John S.Charlotte, NC21512/29/2017If there was a way to give zero or negative stars I would. I'll keep this brief since I've had multiple horrible experiences with this place. They have done about everything wrong I can think of, from horrible customer service, terrible communication to what seems to me to be complete incompetence in actually doing repairs. I have taken my car to them three times for overheating issues. They initially replaced my radiator and sold me on a repair to my front end. The next day I had to get my car towed because they did not tighten something properly, which they admitted and fixed. Another trip in for the same overheating issue and this time they replaced the water pump, but not the thermostat, even though that was their initial diagnosis of the problem. My best guess why they didn't replace the thermostat is they don't talk to each other, or not very effectively. I was transferred to four different people over the course of several days trying to get my car fixed. That repair took, wait for it......FOUR DAYS!!! That was not bad enough, though, because my car was overheating again not long after they replaced the water pump and this time they told me someone had put ""stop leak"" in my cooling system and it would cost over $1,700 to ""clean it out"". Thankfully, I smelled a scam and took my car elsewhere and had the system flushed and the thermostat replaced for about $200 and my car now runs fine. I will never take my car to a Pep Boys again and I would not let them work on my car for free. I felt like I was treated unethically and I warn everyone to think twice before taking your car to Pep Boys.Useful 5Funny 1CoolBusiness owner informationPep B.Business Owner12/30/2017John, every Pep Boys customer deserves to be treated with respect and provided the services promised. Please contact us at pepsocial@pepboys.com, with details of your experience so that our customer service team can follow up with you to resolve the issue. Thank you.Read more","Business owner informationPep B.Business Owner12/30/2017John, every Pep Boys customer deserves to be treated with respect and provided the services promised. Please contact us at pepsocial@pepboys.com, with details of your experience so that our customer service team can follow up with you to resolve the issue. Thank you.Read more"
